140;Кариотта;Калуга;1
141;Глюк;Астрахань;1
142;Группа товарищей;Харьков;0
143;Эдельвейс;Ковров;0
144;Команда Немучинского;Москва;0
145;АУТС;Харьков;0
147;Лауцесе;Даугавпилс;0
148;P.S.;Тбилиси;0
149;АССА;Ереван;1
150;ГРМ;Санкт-Петербург;0
151;Змей Горыныч;Нью-Йорк;0
152;Се ля ви;Могилёв;0
153;Едва;Калуга;1
154;Малябра;Пермь;0
155;Нике;Тбилиси;0
156;Азовсталь;Мариуполь;1
157;Дети Патанджали;Тюмень;1
158;Английский клуб;Мариуполь;1
159;Дзяофани;Ковров;1
160;ТМИЭП;Тюмень;0
161;Zweinsamkeit;Архангельск;0
162;X-Stars;Саранск;0
163;Вирус;Уфа;0
165;>30;Краснодар;0
166;Top secret;Уфа;1
167;Опухлики;Санкт-Петербург;1
168;Сборная Кирибати;Санкт-Петербург;1
169;Логос-Бета;Южно-Сахалинск;0
170;Команда Янович;Санкт-Петербург;0
171;Перспектива;Самара;0
172;Electronic wife;Москва;1
173;ЮМА;Санкт-Петербург;1
174;Константа;Симферополь;0
175;Транссфера;Санкт-Петербург;1
176;Привет, Петербург!;Санкт-Петербург;0
177;На дне;Нью-Йорк;0
178;Сорока-3;Санкт-Петербург;0
180;ГТО;Одесса;0
181;Чёрная кошка;Петродворец;0
182;Двоечник;Великий Новгород;0
183;Византия;Уфа;0
184;Седьмой легион;Ульяновск;0
185;Гимназисты;Самара;1
186;Торба;Одесса;0
187;F1;Ереван;0
188;Команда Губанова;Петродворец;1
189;Сигма;Новосибирск;1
190;E-mail;Челябинск;0
191;МаФи;Минск;1
192;Гамбринус;Одесса;1
193;За команду;Минск;0
194;Десятый вал;Хайфа;1
195;Реал-Мордовия;Саранск;1
196;Генин дом;Могилёв;0
197;Шалтай-Болтай;Ростов-на-Дону;1
198;Сталкеры;Минск;0
199;Дзета;Минск;1
200;ОНУ им. Мечникова;Одесса;1
201;Крейзер Аврора;Бохум;0
202;ОК;Харьков;1
203;Казино;Губаха;0
204;Мания Величия;Запорожье;1
205;БН;Курск;1
206;Ледокол;Великие Луки;1
208;Вист!;Герцлия;1
209;Команда Коваленко;Великий Новгород;1
210;От Винта - Братья по фазе;Харьков;1
211;Rara Avis;Киев;1
212;Эридан;Полоцк;0
213;Гексагон;Новополоцк;0
214;АС;Новосибирск;1
216;Инк;Нью-Йорк;1
218;Синий лев;Москва;1
219;Весёлые извилины;Тюмень;0
220;Лицей;Нижний Новгород;0
221;НАСа;Самара;0
222;Химера;Зеленоград;1
224;Широко закрытые глаза;Зеленоград;0
226;HiQ;Хайфа;0
227;Каррамба;Ростов-на-Дону;1
228;Незнайка;Хайфа;0
229;Интро;Иваново;0
230;Команда Евгении Канищевой;Симферополь;1
231;Стоп-сигнал;Пало-Альто;0
232;Галахад;Тбилиси;1
233;Солярис;Минск;0
234;Клевер;Дортмунд;0
235;Карлик Великий;Кёльн;0
237;Мавры;Эйлат;0
238;ЛРЗ;Даугавпилс;1
239;Брейнозавры;Архангельск;1
240;Бегемот;Самара;0
241;Фиеста;Саранск;1
242;Команда Азимова;Баку;0
243;Команда Касумова;Баку;1
245;Айастан;Ереван;1
246;Эконом Нонстоп;Саратов;1
248;Цимес;Дортмунд;0
249;Варан;Хайфа;1
250;Бейтар;Лос-Анджелес;0
251;Пентиум;Сухуми;1
252;КМТ;Лос-Анджелес;0
253;Mind Game;Харьков;1
254;Зверинец;Бонн;0
255;Барвикс;Днепропетровск;0
257;Гиперборей;Пермь;0
258;МордоBOYS;Саранск;0
259;ВКРАТТСе;Москва;0
260;Череповец;Череповец;0
261;Хохма;Тель-Авив;1
263;Вспомнить всё;Мурманск;1
264;Джокер;Саратов;1
266;Орден Водяной Вороны;Краснодар;1
267;Торпедный отсек;Донецк;0
268;Команда Алиева;Баку;0
269;Буйство мозга;Самара;0
270;Синоп;Санкт-Петербург;1
271;Саша и медведи;Торонто;1
272;Gluck;Кишинёв;0
273;Рыцари клавиатуры;Самара;0
274;Абрис;Самара;0
275;Якудза;Одесса;0
276;Ералаш;Дюссельдорф;1
277;Кредо;Симферополь;1
281;Кохання;Саранск;0
282;Окуни авторучки;Харьков;0
283;ХАИ-666;Харьков;1
284;Котка;Таллин;1
285;Лис;Ульяновск;0
286;Пробка;Кобленц;1
287;АП!;Пермь;0
288;New game;Курск;0
289;Обоз;Одесса;0
291;Брысь;Киев;1
293;Чёрная кошка;Киев;0
294;Absolut;Калуга;0
295;Люцифер;Одесса;0
296;Дельта;Саратов;0
297;Жар-птица;Киев;0
298;Кубанская интеллигенция;Краснодар;0
299;Команда Гусейнова;Баку;1
300;Горячие головы;Висагинас;0
301;Мир;Санкт-Петербург;1
302;Фосса;Екатеринбург;1
303;Армеда;Ереван;0
304;Элефант;Днепропетровск;1
305;Файл;Рустави;0
306;А-Супер;Харцызск;0
307;Третий путь;Тбилиси;1
308;Номер 6;Донецк;1
309;Игра слов;Кировоград;0
310;ДкС;Висагинас;1
311;Ага;Калуга;1
312;Социал-демократы;Москва;1
313;Динамит;Казань;1
314;Х;Мозырь;0
315;Proline D;Даугавпилс;0
316;Минус один;Киев;1
317;Авось;Ростов-на-Дону;1
318;Апрель;Ростов-на-Дону;1
319;Пасека;Москва;0
320;Северная пчела;Сургут;1
321;Уездный доктор;Тверь;1
323;Плинтус;Москва;0
324;Гробики;Винница;0
325;Экспресс;Казань;0
326;Эпицентр;Кременчуг;0
327;Альфа и омега;Одесса;0
328;Гилель;Симферополь;0
330;Против ветра;Дюссельдорф;1
331;Синтагма;Новосибирск;0
332;Команда Никольского;Калуга;0
333;Фиеста;Санкт-Петербург;0
334;Чеширский конь;Тель-Авив;1
336;Чудо в перьях;Санкт-Петербург;1
337;Прайд;Львов;0
338;Энергия;Полярные Зори;0
339;Rex of brain;Уфа;0
340;На БИС;Санкт-Петербург;0
341;Лунь;Санкт-Петербург;0
342;Русский инвалид;Великие Луки;1
343;Обезбашенные колобки;Днепропетровск;0
344;Зомби;Нью-Йорк;0
347;Инкогнито;Тбилиси;1
348;АРИУ;Бердянск;0
349;Пента;Ереван;0
350;Квадратура круга;Новосибирск;0
351;Снарки;Бостон;0
353;Второе дыхание;Ульяновск;1
354;Бочка;Тюмень;0
356;Могучая кучка;Архангельск;0
357;Маги;Маарду;0
358;43;Санкт-Петербург;1
359;ВИП-НТИ;Нижний Тагил;0
360;Мы;Уфа;0
361;1Ф;Уфа;0
362;Новый Джем;Великие Луки;0
363;Вуду;Пермь;0
364;7,62;Архангельск;0
365;Вестимо;Торонто;1
367;Гелиос;Краснодар;0
368;Оазис;Иваново;0
370;Диалог;Мурманск;0
371;Мосфет;Москва;0
372;Мокрое дело;Висагинас;1
374;Клио;Иваново;0
375;Спектр;Иваново;0
377;Маппет-шоу;Дортмунд;0
378;Двойная звезда;Ступино;0
379;Монгольские тугрики;Архангельск;0
380;Феникс;Иваново;0
381;Генсеки;Пермь;0
382;ДИМа;Саранск;0
383;Тёмная лошадка;Киев;0
384;Мительшпиль;Тбилиси;0
385;Букварь;Берлин;0
386;Спящие головастики;Висагинас;1
388;+1 К;Краснодар;1
389;Каравелла;Тбилиси;0
390;Аэлост;Ашхабад;0
391;Газонокосилка;Одесса;0
392;Степень свободы;Саранск;0
393;В чёрных ботинках;Висагинас;1
394;Парадигма;Новосибирск;0
395;Вермут;Одесса;0
396;СК-828;Симферополь;0
397;Вертикаль;Висагинас;0
398;ДТС;Ижевск;0
399;Looser'ы;Казань;0
401;Отряд ежей;Самара;0
402;Свой круг;Симферополь;0
403;Цунами;Хайфа;0
404;38,8;Череповец;0
405;Зелёный трамвай;Кишинёв;1
407;Тачанка;Ростов-на-Дону;1
408;Логос-Альфа;Южно-Сахалинск;1
410;Дельта;Одесса;0
411;СБСоболь;Пермь;0
412;Кит-А;Пермь;0
413;Secret;Пермь;0
414;Кошка или сова;Нижний Новгород;0
415;Исида-Юниор;Саранск;0
416;Потанинцы;Воронеж;1
417;Студенты;Воронеж;0
418;Dixi;Мурманск;0
419;Lappi;Мурманск;0
420;Удача;Вологда;1
421;Blackx;Саратов;0
423;Гексаграмма;Гродно;0
424;4 девицы;Днепропетровск;0
425;Бостон-6;Бостон;0
427;Совдеп;Чикаго;0
428;Чёрная дыра;Чикаго;1
429;Кукла колдуна;Минск;0
430;Zero;Астрахань;0
431;Колесо;Санкт-Петербург;0
432;EU;Екатеринбург;0
433;RW;Воронеж;0
434;БорисКо;Ступино;1
435;МАСКА;Москва;1
436;Сущее безобразие;Витебск;0
437;Арсенал;Ереван;1
438;Антивирус;Минск;0
439;NB;Архангельск;0
440;Штурм;Тюмень;0
441;Перамога;Екатеринбург;0
443;Яблоко;Березники;0
444;Снайперы;Пермь;0
445;Омега;Новосибирск;0
446;Тормоза;Пало-Альто;1
447;Олгой Хорхой;Харьков;1
448;Феликс;Киев;0
449;Вечно живые;Пало-Альто;1
450;От винта - Бакулюм;Харьков;0
451;От винта - Сириус;Харьков;0
452;Злые самаритяне;Лос-Анджелес;0
453;Ар вици;Батуми;0
454;Power;Сан-Диего;0
455;Дегустаторы мудрости;Лос-Анджелес;0
456;Бобби;Тбилиси;0
457;Тквлипшани;Тбилиси;0
458;Рамэ;Тбилиси;0
459;Кошачий вальс;Мюнхен;0
460;Врачебная ошибка;Казань;1
462;Железный Феникс;Луганск;0
463;Случайная встреча;Хайфа;0
464;Мегаполис;Сумы;0
465;Команда Луговской;Москва;0
466;Дальше некуда;Киев;1
467;Аваддон;Сумы;0
468;Иностранный легион;Саранск;0
469;Греки;Тель-Авив;0
470;Алхимики;Воронеж;0
471;Чемпион;Киев;0
472;Арго;Воронеж;0
474;Последний шанс;Сумы;0
475;Тяжёлый случай;Самара;0
476;Жовтневый лицей;Кривой Рог;0
477;Архимед;Санкт-Петербург;1
478;Братство кольца;Пермь;0
481;Не вопрос;Минск;1
482;Нимлот;Санкт-Петербург;1
483;От Винта - Композит;Харьков;1
485;Плоская кошка;Уфа;1
486;Команда Баба-заде;Баку;0
487;Огуз;Баку;1
488;ДГМА - САПР;Краматорск;1
491;Команда Татьяны Задорожней;Москва;0
492;Валентный апельсин;Москва;0
493;Аборигены;Одесса;1
494;Гигантские дятлы;Чикаго;0
495;Может быть;Ульяновск;0
497;Тайга;Москва;1
498;Команда Ильи Хаита;Москва;0
499;КИС;Кременчуг;0
500;Призрак-5;Санкт-Петербург;0
501;Абсолютный ноль;Иерусалим;0
502;КоЗа;Переславль-Залесский;0
503;Аркенстон;Челябинск;0
504;Совка;Волгоград;0
505;На всякий случай;Тель-Авив;0
507;ГДТЮ;Санкт-Петербург;0
508;Мания величия;Мурманск;0
510;Импульс;Саранск;1
511;31;Челябинск;0
512;Эрдокс;Ереван;0
513;Вегаполис;Саратов;0
514;Авось;Вологда;0
515;Ума палата №6;Лос-Анджелес;0
516;Асмок;Новосибирск;0
517;Форвард;Саранск;0
520;Имени ЕК;Саранск;0
521;Полбеды;Торонто;0
522;Минус один;Ковылкино;1
523;Свобода;Саранск;0
524;От винта!;Саранск;0
526;Апология невежества;Саранск;0
527;X-люди;Казань;0
528;840;Нижний Тагил;0
529;Копи царя Соломона;Новосибирск;0
530;ЕВВВР;Москва;0
531;Эрудариум;Северодвинск;0
532;Квинт-1;Выборг;0
533;Dreg;Пермь;0
534;Молотов Коктейль;Москва;0
535;PZ;Екатеринбург;0
536;Мавзолей;Пермь;0
537;Альянс;Казань;0
538;Парабеллум;Пермь;0
539;Без тормозов;Челябинск;1
540;Стирол;Днепропетровск;1
542;Брудершафт;Одесса;0
543;Команда Мусаева;Баку;0
544;ПроМИДол;Минск;0
545;Кактус;Калуга;0
546;Тиамат;Ступино;0
548;Команда Евгения Бакулина;Тула;0
550;Шанс;Полтава;1
551;Филателисты им. Грибоедова;Кёльн;0
552;Дуплет;Одесса;1
553;Цветочница Анюта;Мюнхен;0
554;Базара ноль;Нижний Новгород;0
555;ПСК;Астрахань;0
556;Пилигрим;Одесса;0
557;Начало с конца;Уфа;0
558;НТР;Саранск;1
559;Интер;Астрахань;1
561;Мозговой штурм;Мариуполь;1
562;Rara Avis;Симферополь;0
563;Кладбище талантов;Киев;0
565;Дебаты;Волгоград;0
566;НАУтилус;Киев;0
567;La Sagrada Familia;Кривой Рог;1
568;Истландия;Казань;1
570;Розовый филин;Санкт-Петербург;0
572;Radikal;Архангельск;0
573;Deus Ex;Екатеринбург;1
574;Особое мнение;Ростов-на-Дону;1
575;Летающий цирк Инала Хаева;Москва;1
576;Ди-Ди;Санкт-Петербург;0
577;Легион;Якутск;1
578;Дважды на одни грабли;Москва;1
579;Фейхоа;Калуга;0
580;Крутая извилина;Хайфа;1
581;Веда;Екатеринбург;0
582;Штази;Казань;0
583;Степь;Воронеж;0
585;4+2;Симферополь;0
586;Крыша;Екатеринбург;0
587;Лекционный зал №1;Винница;0
588;Новгород;Воронеж;0
589;СФО;Ульяновск;0
590;Святой листок;Тюмень;1
591;Игры разума;Гомель;0
592;Reject;Винница;0
593;Авось;Уфа;0
594;Галёрка;Чикаго;0
595;323 рубля;Ростов-на-Дону;1
596;Смак;Киев;0
597;Сквад;Винница;0
598;Легион;Тюмень;0
599;StartUp;Хайфа;1
600;25;Северодвинск;0
601;DmB;Уфа;0
603;I;Северодвинск;0
604;Шалуны;Иерусалим;0
605;Энерго-Тим;Винница;0
606;Тепловоз;Торонто;0
607;Дети Бендера;Тель-Авив;1
608;Декамерон;Тель-Авив;0
609;Амадеус;Астрахань;0
610;Грамада;Минск;0
611;Особое мнение;Сургут;0
612;Формула пороха;Тель-Авив;0
613;Sempre;Иваново;0
614;Чайник вина;Хайфа;1
615;Грызунам проезд дороже;Уфа;0
616;Мофет;Тель-Авив;0
617;Дети Солнца;Сумы;0
618;Азазель;Челябинск;0
619;Спартак;Благовещенск;0
620;Ета;Тбилиси;0
621;Солярис;Пало-Альто;0
624;Белый орёл;Благовещенск;0
625;Хомячки;Самара;0
626;Аспирин;Челябинск;0
627;Экспромт;Снежинск;0
628;120 Gb;Челябинск;0
630;Антрекот;Нью-Йорк;0
632;Чёботы;Южно-Сахалинск;0
633;Инфинити;Пермь;0
634;NB;Кишинёв;0
635;Думаем;Новосибирск;0
636;Афалина;Новосибирск;1
637;Антонимы;Мурманск;0
639;Друзья;Астрахань;0
640;Перезагрузка;Ереван;1
641;Братья;Тель-Авив;1
642;Кипарис;Ришон Ле-Цион;1
643;Импульс;Ереван;0
644;Дипломат-1;Санкт-Петербург;0
645;42;Монреаль;1
646;Инженеры;Хайфа;1
647;Вашингтонские мудрецы;Вашингтон;0
648;Сборная клуба;Баку;0
649;Скажени билки;Запорожье;0
650;Чуха;Переславль-Залесский;0
651;Назарет;Баку;0
652;Стикс;Санкт-Петербург;0
653;Паутинка;Тель-Авив;0
654;Начало второго Тома;Кривой Рог;1
655;Generation X;Челябинск;0
656;Мозговая атака;Тюмень;0
657;Цензура отдыхает;Казань;0
658;Гюрза;Воронеж;0
660;Русский мистраль;Ульяновск;0
661;Гладиолус;Иерусалим;0
662;El dorado;Москва;1
663;Потенциал;Новосибирск;1
664;Хомяки;Иваново;0
665;К-2;Могилёв;0
666;Еврейский вопрос;Иерусалим;0
667;Северный олень;Мюнхен;1
668;Ку;Екатеринбург;0
670;Ксеп;Москва;1
671;VIP;Якутск;1
672;Зона поражения;Березники;0
673;МГТУ;Москва;1
674;Сириус;Ереван;1
676;ВВАГС;Нижний Новгород;0
677;Интеллект;Нижневартовск;0
682;Команда Рза-заде;Баку;0
683;Команда Евелева;Самара;1
684;Мановар;Тбилиси;0
685;Neo;Тбилиси;0
687;Радикал;Тбилиси;0
688;Грейсп;Баку;0
689;Б-52;Самара;0
690;Гера;Харьков;1
691;ЖЖ;Санкт-Петербург;0
692;Вздохи Алдохина;Великие Луки;0
693;Слеза комсомолки;Пермь;0
694;Yes;Саранск;0
695;Легион;Одесса;1
696;Энигма;Саранск;1
697;Российский союз молодёжи;Астрахань;0
698;Без комментариев;Казань;0
700;Вервольф;Казань;1
701;Картлос;Цхинвали;0
702;-1;Ижевск;0
703;Телефонная лапша;Ижевск;0
704;Корсары;Саранск;0
706;Утиное копыто;Ижевск;0
707;Флогистон;Харьков;1
709;Легионеры;сборная;0
711;Бухая сова;сборная;0
712;Команда Торбочкиной;Москва;0
714;Джэм GM;Витебск;0
717;Джоизация;Минск;1
718;Middle;Минск;1
719;Ансамбль альтистов;Смоленск;0
721;Tenera;Могилёв;0
722;Буй-ОК!;Минск;0
723;Новый факультет;Смоленск;0
725;Поморы;Мурманск;1
726;Плим;Полярные Зори;0
727;Сборная Челябинского ГУ;Челябинск;0
728;КН;Одесса;1
729;Дюмакот;Челябинск;0
730;SKM;Челябинск;0
732;Курица и червячок;Сатка;0
733;Пума;Челябинск;0
734;ЮКОС;Челябинск;0
735;XXL;Сатка;0
736;Упёрцы;Сатка;0
737;MidiaN;Южно-Сахалинск;0
738;КСО;Екатеринбург;0
740;Норд-ост;Челябинск;0
741;Нитра;Челябинск;0
742;Энергетики;Челябинск;0
743;Легион;Южно-Сахалинск;0
744;SOS;Москва;0
745;Команда Павла Ершова;Москва;1
746;Сборная Поволжья;Москва;0
747;Нунепрёт;Москва;0
748;Тарту;Тарту;0
749;Набла;Тверь;0
750;Исида;Саранск;0
751;Викторонопко;Москва;0
752;Хаяси;Калуга;0
753;От Винта - ПРОХАДИмцы;Харьков;0
754;Yes, Problems!;Москва;0
755;УПС;Тверь;0
756;ТВГУм;Тверь;0
757;Команда №2;Тула;1
758;Миуссы;Москва;0
759;Вега;Вологда;0
761;ЭПТ;Харьков;1
762;МиК;Калуга;0
763;Лесное озеро;Ступино;0
764;Сборная клубов;Орёл;0
765;Школа острословия;Орёл;0
766;Северная корона;Воронеж;1
767;Гепард;Северодвинск;1
768;ВЭПИ;Воронеж;0
769;ИЭ;Астрахань;0
770;Форт Росс;Курск;0
771;Созвездие;Воронеж;1
772;Трасса;Воронеж;0
773;Ноль;Винница;0
774;Историческая родина;сборная;0
775;Фирма;Астрахань;0
776;Хобботы;Хайфа;0
777;Древляне-Live;сборная;0
778;Мегафон;Санкт-Петербург;0
779;Большое гнездо;Владимир;0
780;Инквизитор;сборная;0
781;Azercell;Баку;0
782;Априори;Санкт-Петербург;0
783;Аверс;Санкт-Петербург;0
784;Гельсингфорс;Хельсинки;0
785;Сборная Северодвинска;Северодвинск;0
786;ИНЖЭКОН-2;Санкт-Петербург;0
787;САВа;Великий Новгород;0
788;Дети Ржевского;Ульяновск;0
790;Профиль;Вологда;0
791;Дилемма;Саратов;1
792;Своя игра;сборная;0
793;ГС;Нижний Новгород;0
794;Техношах;Хайфа;0
795;ПиП и Ко;Зеленоград;0
796;Аст Алхор;Торонто;0
797;Дилетанты;Воронеж;1
798;M&B;Чикаго;1
799;Почти соседи;Нью-Йорк;0
800;Парабеллум;Москва;0
801;Академики;Тверь;0
802;Маздай;Санкт-Петербург;0
803;Циклон;Симферополь;0
804;Краткость СТ;Ташкент;0
805;Unnamed;Кишинёв;0
807;М-Soft-системы;Орёл;0
808;БМВ;Березники;0
809;Итого;Казань;1
810;Хи-квадрат;Воронеж;0
811;МЫШ;Курск;0
812;Синхрофазотрон;Ростов-на-Дону;0
813;Аэлита;Санкт-Петербург;0
814;Итого;Лос-Анджелес;1
815;Брюссельские;Ташкент;0
816;ДТП;Франкфурт-на-Майне;0
817;Альфа;Васюринская;0
818;Все врут;Череповец;0
819;Дятлы;Вологда;0
820;Компроmiss;Запорожье;0
822;Легион;Тверь;0
823;ZAZ 965;Запорожье;0
824;Марка;Петрозаводск;0
825;СРК;Мурманск;0
826;Штрафбат;Воронеж;0
827;Фортуна;Саратов;0
828;Дети Сибири;Тобольск;0
829;Терма;Ташкент;0
830;26 кадр;Ташкент;0
831;Ex libris;Северодвинск;0
832;Пейте охлаждённым;Самара;0
833;Глаз дракона;Санкт-Петербург;0
834;Губные гармонисты;Симферополь;0
835;Шесть наполеонов;Одесса;0
836;ПСЗ;Ташкент;0
837;Экскалибур;Даугавпилс;1
838;Петрозаводск;Петрозаводск;0
839;Игры разума;Северодвинск;0
840;Запрещённая зона;Мурманск;0
841;Чекисты;Днепропетровск;0
842;Wonderful children;Бердянск;0
843;Детки из к. 102;Висагинас;0
844;ВИА Гра;Казань;0
845;МГУ;Мурманск;0
846;Халабуба;Курск;0
847;ОНВ;Пермь;0
848;Флим;Пермь;0
849;Зеленавки;Пермь;0
850;Акт веры;Березники;0
851;ОС;Березники;0
852;ЮУрГУ Next;Нижневартовск;0
853;Унит;Сургут;0
854;№10;Челябинск;0
855;Кабак дяди Джо;Симферополь;0
856;Каспиана;Баку;1
857;Зелёные человечки;Висагинас;0
858;Гала;Краснодар;0
859;Zverosovhoz и К;Мурманск;0
860;Полный Пэ;Новосибирск;0
861;ВХУТЕМАС;Пермь;0
862;Молодёжное единство;Березники;0
863;Неадекватная реакция;Березники;0
864;Катерина;Калуга;0
865;Фантом;Санкт-Петербург;0
866;Stix;Симферополь;0
867;Brain storm;Бердянск;0
868;AVP;Одесса;0
869;Веский аргумент;Вологда;0
870;Иллюзия ума;Березники;0
871;Генератор зла;Южно-Сахалинск;0
872;Феникс;Казань;0
873;Горкинцы;Петрозаводск;0
874;Русский размер;Кущёвская;0
875;Икс;Иваново;0
877;Legbez;Пермь;0
878;Семь сорок;Архангельск;0
879;Траффик;Одесса;0
880;Команда Дмитрия Поливаева;сборная;0
883;7Х;Миннеаполис;1
884;Шатуны;Торонто;0
886;Хатуль;Торонто;0
887;Светлана;Торонто;0
888;Виктория;Великий Новгород;0
889;Не горюй;Вашингтон;0
891;Спектр;Санкт-Петербург;0
892;Стрим-B;Санкт-Петербург;0
893;724;Санкт-Петербург;0
896;Дипломат-0;Санкт-Петербург;0
897;Стрим-X;Санкт-Петербург;0
898;Domus;Санкт-Петербург;0
899;ПС;Санкт-Петербург;0
900;Пурга;Санкт-Петербург;0
901;Четвёртая рота;Санкт-Петербург;0
902;Стрим-Y;Санкт-Петербург;0
903;Нимлот-2;Санкт-Петербург;0
904;Stix;Винница;0
906;СПбГДТЮ+;Санкт-Петербург;0
907;Гностики;Хайфа;0
908;Братья по разуму;Смоленск;1
910;Феникс;Москва;0
911;ТЮМ;Киров;0
912;3+2;Липецк;0
914;От фонаря;Кёльн;0
915;Sfantul Andrei;Кишинёв;0
916;Челси;Москва;0
917;Тау Кита;Курск;0
918;Эсперо;Ульяновск;0
919;Интер;Санкт-Петербург;0
920;МГТУ - 4;Москва;0
921;Лимон;Бердянск;0
922;Привод;Воронеж;0
923;ДМБ;Казань;0
924;Смирновская;Самара;0
925;Синие жадины;Кишинёв;0
927;Матанисты;Архангельск;0
928;Осколки маргиналов;Воронеж;1
929;Ретро-сдвиг;Пало-Альто;0
930;Авалон;Киев;0
931;Котем;Киев;0
932;Дверь;Вологда;0
933;Портвешок;Екатеринбург;0
934;АМФИ;Великие Луки;0
935;Глюки;Рига;0
936;Nonsense;Выборг;0
937;Наваждение;Екатеринбург;0
938;Мистерия;Витебск;0
939;МуляЖ;Архангельск;0
940;Троян;Ханты-Мансийск;0
941;Пятая колонна;Великие Луки;0
943;Яблоко;Нижний Новгород;1
944;Горцы;Хайфа;0
945;КБХА;Воронеж;0
946;Юпитер;Пермь;0
947;Бронепоезд №2;Березники;0
948;Мудрый Гудвин;Краснодар;1
949;Бизоны;Смоленск;0
950;Дикобраз;Воронеж;0
951;Кетчуп;Реховот;0
952;Алиготе;Ижевск;0
953;КСУ-Гиперон;Казань;0
954;Альянс;Ижевск;0
955;Смайл;Самара;0
956;Ворон;Краснодар;1
957;Трио;Переславль-Залесский;0
958;Позорище;Ижевск;0
959;АИСИ;Астрахань;0
961;TbRock;Тбилиси;1
962;Ника;Ижевск;0
963;С тормозами;Курск;0
964;АСГТМУ;Архангельск;0
